NAME,LOCATION_CLEAN,CUISINES,PRIMARY_CUISINE,PRIMARY_REST_TYPE,RATE,VOTES,APPROX_COST_FOR_TWO_PEOPLE,BOOK_TABLE,ONLINE_ORDER
Mr Shawarma,Bannerghatta Road,Fast Food,Fast Food,Quick Bites,3.380000114440918,0,200.0,False,False
Vijayalaxmi Veg,Banaswadi,"North Indian, South Indian, Chinese, Fast Food",North Indian,Quick Bites,3.390000104904175,0,200.0,False,True
Lunch & Munch,BTM,"North Indian, Fast Food, Beverages",North Indian,Delivery,3.4100000858306885,0,500.0,False,True
Punjabi Park,"ITPL Main Road, Whitefield",North Indian,North Indian,Quick Bites,3.4200000762939453,0,400.0,False,True
Hotel Sekar,BTM,North Indian,North Indian,Quick Bites,3.4200000762939453,0,200.0,False,True
Sapfresh,Marathahalli,Beverages,Beverages,Delivery,3.4100000858306885,0,150.0,False,False
Baba's Food Center,New BEL Road,"North Indian, Chinese",North Indian,Quick Bites,3.4200000762939453,0,200.0,False,False
Sherin Ice Palace,Sanjay Nagar,"Ice Cream, Desserts",Ice Cream,Dessert Parlor,3.3499999046325684,0,250.0,False,False
Kombo King,Indiranagar,"North Indian, South Indian",North Indian,Delivery,3.4100000858306885,0,300.0,False,False
Nethra Hotel,Whitefield,South Indian,South Indian,Quick Bites,3.4200000762939453,0,200.0,False,False
Happy Eats,Koramangala 7th Block,"North Indian, Continental",North Indian,Delivery,3.450000047683716,0,300.0,False,True
Lord of Combos,Jayanagar,North Indian,North Indian,Delivery,3.400000095367432,0,500.0,False,False
Sulemani Chichas,Hennur,"Biryani, Hyderabadi, Kebab",Biryani,Quick Bites,3.2300000190734863,0,300.0,False,True
Casamia Restaurant,Electronic City,"South Indian, North Indian, Arabian",South Indian,Quick Bites,3.369999885559082,0,400.0,False,False
The Twisted Desi,Indiranagar,"Continental, Italian, North Indian, Chinese",Continental,Casual Dining,3.400000095367432,0,1000.0,True,True
Kombo King,BTM,"North Indian, South Indian",North Indian,Delivery,3.390000104904175,0,300.0,False,False
Shadow Kolkata Katti Rolls & Momos,Brigade Road,"Rolls, Chinese",Rolls,Quick Bites,3.450000047683716,0,250.0,False,True
FixMyNutrition,Marathahalli,"Healthy Food, Asian, Continental",Healthy Food,Delivery,3.400000095367432,0,500.0,False,False
Big Mishra Pedha,Rajajinagar,"Mithai, Street Food",Mithai,Sweet Shop,3.450000047683716,0,250.0,False,False
Momos Bite & Cane Hut,Rajajinagar,"Chinese, Fast Food, Beverages",Chinese,Kiosk,3.430000066757202,0,150.0,False,True
Cupcake Bliss,Kalyan Nagar,Bakery,Bakery,Takeaway,3.4600000381469727,0,200.0,False,True
Hyder Ali Kitchen,Bannerghatta Road,Biryani,Biryani,Quick Bites,3.3499999046325684,0,300.0,False,False
Copper Kitchen,Marathahalli,"North Indian, Chinese",North Indian,Quick Bites,3.3399999141693115,0,500.0,False,False
Sardar Tikka Singh,Marathahalli,North Indian,North Indian,Takeaway,3.359999895095825,0,500.0,False,True
Samruddhi - The Perfect Dine,Basaveshwara Nagar,"South Indian, North Indian, Arabian, Continental",South Indian,Casual Dining,3.400000095367432,0,600.0,False,False
Subway,BTM,"Salad, Fast Food",Salad,Quick Bites,3.4200000762939453,0,600.0,False,True
Wat-a-Biryani,HSR,Biryani,Biryani,Delivery,3.430000066757202,0,500.0,False,True
Malabar Hub,HSR,"Biryani, Kerala",Biryani,Quick Bites,3.380000114440918,0,500.0,False,False
Kolkata Famous Kati Roll,Basaveshwara Nagar,Fast Food,Fast Food,Quick Bites,3.4200000762939453,0,150.0,False,True
Mast Biryani,BTM,Biryani,Biryani,Quick Bites,3.369999885559082,0,300.0,False,False
Hotel Sunitha,Majestic,South Indian,South Indian,Quick Bites,3.380000114440918,0,150.0,False,False
Akshaya Spice,New BEL Road,"Andhra, Chinese, North Indian",Andhra,Quick Bites,3.4200000762939453,0,300.0,False,False
The Gulkand Store,BTM,"Desserts, Ice Cream",Desserts,Dessert Parlor,3.380000114440918,0,100.0,False,False
Om Ganesha Juice Centre,Vasanth Nagar,"Juices, Fast Food",Juices,Quick Bites,3.4200000762939453,0,100.0,False,False
Hotel Amarjothi,Bannerghatta Road,"South Indian, North Indian, Chinese",South Indian,Quick Bites,3.369999885559082,0,400.0,False,False
True South,Electronic City,"Beverages, Fast Food",Beverages,Quick Bites,3.4200000762939453,0,200.0,False,True
Priyanka's Kitchen,Whitefield,"North Indian, South Indian, Chinese, Desserts",North Indian,Takeaway,3.400000095367432,0,350.0,False,False
Happy Eats,Sarjapur Road,"North Indian, Continental",North Indian,Delivery,3.450000047683716,0,300.0,False,True
Punjabi Last Stand,Sarjapur Road,North Indian,North Indian,Quick Bites,3.4100000858306885,0,300.0,False,False
Cake Fantasy,Koramangala 4th Block,"Desserts, Bakery",Desserts,Dessert Parlor,3.400000095367432,0,300.0,False,True
Royal Streak Foods,Wilson Garden,"Biryani, Kebab",Biryani,Quick Bites,3.3499999046325684,0,150.0,False,False
Spice Treat,Marathahalli,"North Indian, South Indian",North Indian,Food Court,3.259999990463257,0,400.0,False,False
Shivaji Kshatriya Restaurant,New BEL Road,"South Indian, North Indian",South Indian,Casual Dining,3.430000066757202,0,500.0,False,False
Mordern Tiffin,Whitefield,"Bengali, Chinese, North Indian",Bengali,Delivery,3.400000095367432,0,300.0,False,False
Affa Cafeteria,Electronic City,Fast Food,Fast Food,Quick Bites,3.380000114440918,0,200.0,False,False
Sona's Kitchen,Bellandur,North Indian,North Indian,Takeaway,3.359999895095825,0,300.0,False,False
Parijatha Paradise,Banashankari,"South Indian, North Indian, Fast Food, Chinese, Street Food",South Indian,Casual Dining,3.450000047683716,0,500.0,False,True
Craig Cafe,Banaswadi,Cafe,Cafe,Quick Bites,3.430000066757202,0,150.0,False,False
Eat And Be Fit,Whitefield,"Biryani, Rolls, North Indian",Biryani,Quick Bites,3.4200000762939453,0,250.0,False,True
The Paratha Studio,Bellandur,North Indian,North Indian,Quick Bites,3.390000104904175,0,200.0,False,True
AL - Khair,Frazer Town,North Indian,North Indian,Quick Bites,3.440000057220459,0,400.0,False,True
Thalassery Hotel,Bannerghatta Road,"Kerala, South Indian",Kerala,Quick Bites,3.369999885559082,0,300.0,False,False
V V Hotel,Whitefield,South Indian,South Indian,Casual Dining,3.4100000858306885,0,500.0,False,False
The Flying Trapeze,Koramangala 5th Block,"North Indian, Continental, Chinese",North Indian,Lounge,3.5999999046325684,0,1500.0,True,False
D Fusion,Bannerghatta Road,"Fast Food, Chinese",Fast Food,Quick Bites,3.359999895095825,0,400.0,False,False
Black Pepper,Banaswadi,"North Indian, South Indian, Biryani",North Indian,Quick Bites,3.380000114440918,0,200.0,False,False
Candy Cake,Jayanagar,Bakery,Bakery,Bakery,3.430000066757202,0,500.0,False,False
Bismillah Hotel,Jayanagar,"Biryani, Kebab, North Indian",Biryani,Quick Bites,3.400000095367432,0,250.0,False,False
Binge Factory,Koramangala 1st Block,"North Indian, Italian, South Indian",North Indian,Quick Bites,3.4200000762939453,0,400.0,False,False
BJM Restaurant and Cafe,Electronic City,"North Indian, Chinese, Continental",North Indian,Casual Dining,3.3499999046325684,0,700.0,False,False
Sri Sai Sagar Food,MG Road,"Street Food, Fast Food, North Indian",Street Food,Quick Bites,3.440000057220459,0,300.0,False,False
Bottle Genie,HSR,Beverages,Beverages,Beverage Shop,3.470000028610229,0,350.0,False,True
Rajgarh,Whitefield,"North Indian, South Indian",North Indian,Casual Dining,3.450000047683716,0,1200.0,False,False
Xung Fu,Bellandur,"Asian, Chinese",Asian,Quick Bites,3.359999895095825,0,350.0,False,True
Bottle Genie,BTM,Beverages,Beverages,Delivery,3.450000047683716,0,350.0,False,True
Maz Food Point,Kammanahalli,"Chinese, South Indian, Biryani",Chinese,Quick Bites,3.4600000381469727,0,300.0,False,True
Disha's Cake Boutique,Marathahalli,Bakery,Bakery,Delivery,3.4100000858306885,0,400.0,False,False
Vikky's Rasoi,Whitefield,North Indian,North Indian,Takeaway,3.400000095367432,0,250.0,False,False
Taste Of Banaras,Malleshwaram,North Indian,North Indian,Quick Bites,3.4200000762939453,0,200.0,False,False
Oven Fresh,Bannerghatta Road,"Bakery, Fast Food",Bakery,Bakery,3.400000095367432,0,600.0,False,False
Rishab Bhawan,Jayanagar,"Fast Food, Street Food",Fast Food,Quick Bites,3.4100000858306885,0,150.0,False,False
Golawala,Rajajinagar,Desserts,Desserts,Dessert Parlor,3.390000104904175,0,200.0,False,False
Dial For Cake,Whitefield,"Bakery, Desserts",Bakery,Bakery,3.4100000858306885,0,500.0,False,False
Vibgyor Kitchen,Electronic City,North Indian,North Indian,Quick Bites,3.359999895095825,0,350.0,False,False
Eat Food,Indiranagar,"North Indian, Fast Food, Biryani, Beverages",North Indian,Delivery,3.440000057220459,0,400.0,False,True
All Seasons Restaurants,Indiranagar,"North Indian, South Indian",North Indian,Casual Dining,3.4200000762939453,0,700.0,False,False
Cafe Sulaimani,Kammanahalli,"Kerala, South Indian, Biryani",Kerala,Quick Bites,3.430000066757202,0,300.0,False,False
Four Seasons,Sarjapur Road,"Fast Food, North Indian",Fast Food,Quick Bites,3.390000104904175,0,500.0,False,False
Maamu's Tandoor Chai,Kammanahalli,Beverages,Beverages,Quick Bites,3.4600000381469727,0,300.0,False,False
The Chai Stop,Brookefield,"Fast Food, Tea",Fast Food,Quick Bites,3.430000066757202,0,200.0,False,True
Green Go,Bannerghatta Road,"Beverages, Juices",Beverages,Beverage Shop,3.4200000762939453,0,200.0,False,True
Sri Venkateshwara Vishnu Bhavan,Shanti Nagar,"South Indian, North Indian, Chinese",South Indian,Quick Bites,3.380000114440918,0,300.0,False,False
Chai Point,Bellandur,"Tea, Beverages, Fast Food",Tea,Beverage Shop,3.369999885559082,0,250.0,False,True
Cool Treat Cafe & Cakes,Electronic City,"Bakery, Fast Food",Bakery,Bakery,3.390000104904175,0,300.0,False,False
X Cafe,Shanti Nagar,"American, Cafe, Chinese, Italian, Desserts",American,Cafe,3.369999885559082,0,400.0,False,False
Jugz Cafe,Bannerghatta Road,South Indian,South Indian,Delivery,3.380000114440918,0,250.0,False,False
New Priya Sagar,Electronic City,"South Indian, Chinese, Street Food",South Indian,Quick Bites,3.400000095367432,0,200.0,False,False
Biryani Treat,Rajajinagar,Biryani,Biryani,Quick Bites,3.380000114440918,0,400.0,False,False
Goodness! Beverages,HSR,Beverages,Beverages,Delivery,3.470000028610229,0,250.0,False,False
Paradise Food Court,BTM,"North Indian, Chinese",North Indian,Quick Bites,3.390000104904175,0,400.0,False,False
Desi Tadka,Ejipura,North Indian,North Indian,Quick Bites,3.369999885559082,0,200.0,False,False
Night Kitchen,Shivajinagar,"North Indian, Fast Food, Chinese",North Indian,Quick Bites,3.3399999141693115,0,600.0,False,False
PK Dhaba,Marathahalli,"North Indian, Fast Food, Beverages",North Indian,Dhaba,3.380000114440918,0,250.0,False,True
Anvari Hotel & Guest,Majestic,"North Indian, Chinese",North Indian,Quick Bites,3.3399999141693115,0,500.0,False,False
Cake Paradise,Jayanagar,"Bakery, Desserts",Bakery,Bakery,3.4600000381469727,0,350.0,False,True
World In A Bowl,JP Nagar,"Continental, North Indian, Desserts, Beverages",Continental,Delivery,3.359999895095825,0,600.0,False,True
Kings Kitchen,Domlur,"Biryani, North Indian",Biryani,Delivery,3.289999961853028,0,500.0,False,False
Tasty Castle,New BEL Road,"Chinese, North Indian, Rolls",Chinese,Quick Bites,3.440000057220459,0,300.0,False,False
Hotel Gowdru Mane,Banaswadi,"South Indian, Mangalorean, Chinese, Juices",South Indian,Quick Bites,3.369999885559082,0,400.0,False,False
Omleterian,Ulsoor,"American, Continental",American,Delivery,3.380000114440918,0,200.0,False,True
The Nourished Kitchen,BTM,"Asian, Continental, Healthy Food",Asian,Delivery,3.359999895095825,0,400.0,False,False
The Biryani Treat,Marathahalli,"Biryani, North Indian, Desserts",Biryani,Delivery,3.299999952316284,0,400.0,False,False
Shaadab,Whitefield,"North Indian, Chinese, Biryani, Fast Food",North Indian,Takeaway,3.440000057220459,0,700.0,False,True
Rajdhani Special Chole Bhature,JP Nagar,North Indian,North Indian,Quick Bites,3.4200000762939453,0,200.0,False,False
Iyengar Cake Bites,JP Nagar,Bakery,Bakery,Bakery,3.430000066757202,0,450.0,False,False
Banashankari Restaurant,New BEL Road,South Indian,South Indian,Quick Bites,3.450000047683716,0,400.0,False,True
Mumbai Kulfi,JP Nagar,"Desserts, Ice Cream",Desserts,Dessert Parlor,3.390000104904175,0,200.0,False,True
Homey Bake & Juice,Old Airport Road,Bakery,Bakery,Bakery,3.440000057220459,0,100.0,False,False
Chaat Chatore,MG Road,"Fast Food, Street Food",Fast Food,Quick Bites,3.4100000858306885,0,150.0,False,False
Nirvana Foods,Whitefield,"South Indian, Chinese",South Indian,Quick Bites,3.440000057220459,0,300.0,False,True
Swagatam Dakshin Foods,Marathahalli,"South Indian, North Indian",South Indian,Food Court,3.2799999713897705,0,500.0,False,False
Healthy Parathawala,BTM,North Indian,North Indian,Quick Bites,3.4200000762939453,0,200.0,False,True
Ajantha Hotel,Magadi Road,"North Indian, South Indian",North Indian,Quick Bites,3.4200000762939453,0,250.0,False,True
A1 Express,Jayanagar,Bakery,Bakery,Bakery,3.4600000381469727,0,300.0,False,False
Kolkata New Style Famous Kati Roll,Whitefield,"Street Food, Rolls",Street Food,Quick Bites,3.440000057220459,0,120.0,False,False
Bake-A-Luru,New BEL Road,"Bakery, Desserts",Bakery,Bakery,3.430000066757202,0,500.0,False,False
Cupcake Bliss,Koramangala 7th Block,Bakery,Bakery,Bakery,3.470000028610229,0,200.0,False,True
Mycakeshop,BTM,"Bakery, Desserts",Bakery,Bakery,3.440000057220459,0,300.0,False,True
Mohitesh Hut Roll,Banashankari,"Rolls, North Indian",Rolls,Quick Bites,3.4100000858306885,0,150.0,False,False
BTM Bawarchi Biryani,Bellandur,"Biryani, North Indian, Chinese",Biryani,Casual Dining,3.3299999237060547,0,600.0,False,False
Kitchens@Electronic City,Electronic City,"Italian, Chinese, Continental, North Indian",Italian,Takeaway,3.3299999237060547,0,600.0,False,True
Natha & Lobo's,Jayanagar,"Chinese, North Indian",Chinese,Casual Dining,3.430000066757202,0,500.0,False,False
Cake N Cream,Jeevan Bhima Nagar,"Bakery, Desserts",Bakery,Bakery,3.450000047683716,0,360.0,False,False
Amma - Manae,Banashankari,South Indian,South Indian,Takeaway,3.440000057220459,0,400.0,False,False
Kabab Center,Malleshwaram,"Biryani, Kebab",Biryani,Quick Bites,3.400000095367432,0,300.0,False,False
Neelu's Food Court,Electronic City,"South Indian, Fast Food",South Indian,Quick Bites,3.380000114440918,0,250.0,False,False
Lemlei Cafe,Kammanahalli,"Cafe, Continental, North Eastern, Chinese, Fast Food",Cafe,Cafe,3.4600000381469727,0,400.0,False,False
La-Pizza,Other_Broad_Areas,"Italian, Pizza, Burger",Italian,Delivery,3.3299999237060547,0,450.0,False,False
90's Cafe,JP Nagar,"Fast Food, Burger",Fast Food,Quick Bites,3.430000066757202,0,500.0,False,False
GR Foods,BTM,"Andhra, Biryani",Andhra,Quick Bites,3.4200000762939453,0,350.0,False,True
Floral Bakes,Wilson Garden,"Fast Food, Juices",Fast Food,Quick Bites,3.369999885559082,0,300.0,False,False
Svi Food And Juice,Ulsoor,North Indian,North Indian,Quick Bites,3.4200000762939453,0,250.0,False,False
New Shetty Lunch Bhavan,BTM,"South Indian, Mangalorean",South Indian,Quick Bites,3.4200000762939453,0,300.0,False,False
Oveanly,BTM,Bakery,Bakery,Bakery,3.4200000762939453,0,200.0,False,False
Little Sweetooth,Bannerghatta Road,Bakery,Bakery,Delivery,3.390000104904175,0,300.0,False,False
Hunger Swipe Restaurant,HSR,"North Indian, Chinese",North Indian,Casual Dining,3.4100000858306885,0,700.0,False,False
Indira Canteen,Banaswadi,South Indian,South Indian,Quick Bites,3.380000114440918,0,300.0,False,False
Foodiction,HSR,"Continental, Fast Food, Chinese, Burger",Continental,Quick Bites,3.3399999141693115,0,500.0,False,False
Maiera Siddiqha Kabab Centre,Shivajinagar,"North Indian, Fast Food",North Indian,Quick Bites,3.369999885559082,0,200.0,False,False
Vasavi Bangarpet Chats,Shivajinagar,Street Food,Street Food,Quick Bites,3.390000104904175,0,150.0,False,True
Midnight Foodie,Marathahalli,North Indian,North Indian,Delivery,3.359999895095825,0,250.0,False,False
Akshaya Sweets & Chats,Jayanagar,"Mithai, Street Food",Mithai,Sweet Shop,3.4600000381469727,0,200.0,False,True
Being Healthy,Koramangala 6th Block,Healthy Food,Healthy Food,Delivery,3.4600000381469727,0,300.0,False,False
Chawla's 2 Online.com,Sanjay Nagar,North Indian,North Indian,Delivery,3.4600000381469727,0,800.0,False,True
The Rice Company,Marathahalli,North Indian,North Indian,Delivery,3.3399999141693115,0,500.0,False,False
Hare Krishna Kuteera,Malleshwaram,South Indian,South Indian,Quick Bites,3.440000057220459,0,200.0,False,False
New Shanthi Sagar,BTM,"South Indian, North Indian, Chinese, Street Food",South Indian,Takeaway,3.4200000762939453,0,300.0,False,False
Hyper Scoop,Shanti Nagar,"Desserts, Ice Cream",Desserts,Dessert Parlor,3.369999885559082,0,300.0,False,True
La Mirch,Ulsoor,"North Indian, Kashmiri",North Indian,Delivery,3.4200000762939453,0,400.0,False,False
Cafe Foodywood,HSR,"Chinese, Continental",Chinese,Quick Bites,3.4200000762939453,0,450.0,False,False
FreshMenu,Other_Broad_Areas,"Continental, Asian, Healthy Food, Burger, Biryani, Pizza, Italian, Fast Food",Continental,Takeaway,3.319999933242798,0,450.0,False,True
Lama Restaurant,City Market,"North Indian, Chinese, Biryani",North Indian,Quick Bites,3.4100000858306885,0,250.0,False,False
Choice of Food,Whitefield,"North Indian, Desserts",North Indian,Delivery,3.430000066757202,0,250.0,False,True
Victoria Terminus,Basavanagudi,"Fast Food, Maharashtrian",Fast Food,Quick Bites,3.4200000762939453,0,250.0,False,False
Khanapur Express,JP Nagar,"North Indian, Rajasthani",North Indian,Quick Bites,3.400000095367432,0,500.0,False,False
Delhi Food Factory,Koramangala 4th Block,North Indian,North Indian,Delivery,3.430000066757202,0,500.0,False,True
Aaccord Restaurant,BTM,"Continental, North Indian, Chinese",Continental,Casual Dining,3.3399999141693115,0,600.0,False,True
Vandana Foods,Marathahalli,Andhra,Andhra,Delivery,3.369999885559082,0,250.0,False,False
Crown Resto,BTM,"Kerala, Chinese, Fast Food",Kerala,Casual Dining,3.380000114440918,0,600.0,False,False
Cafe Fontana,Sarjapur Road,"South Indian, Burger, Fast Food",South Indian,Quick Bites,3.440000057220459,0,200.0,False,False
Vishwas Kabab Centre,Seshadripuram,South Indian,South Indian,Quick Bites,3.440000057220459,0,400.0,False,False
Snack N Slurp,Jayanagar,"Burger, Sandwich, Pizza, Chinese",Burger,Quick Bites,3.450000047683716,0,200.0,False,False
Aroma Cafe,HSR,"Rolls, Sandwich",Rolls,Quick Bites,3.4200000762939453,0,300.0,False,False
Turf's Up,HBR Layout,Fast Food,Fast Food,Quick Bites,3.4200000762939453,0,300.0,False,False
Royal Hyderabadi Nights,BTM,Hyderabadi,Hyderabadi,Takeaway,3.359999895095825,0,400.0,False,False
Sri Basaveswara Hilige Mane,New BEL Road,South Indian,South Indian,Quick Bites,3.440000057220459,0,250.0,False,False
